1100,2290,255,11.1
1202,176,16,9.1
1203,147,8,5.4
1204,1156,51,4.4
1205,147,11,7.5
1206,473,40,8.5
1207,753,52,6.9
1208,760,44,5.8
1209,76,4,5.3
1210,218,14,6.4
1211,192,12,6.3
1212,133,8,6
1213,82,4,4.9
1214,65,1,1.5
1215,232,9,3.9
1216,36,1,2.8
1217,163,17,10.4
1218,40,0,0
1219,74,3,4.1
1220,65,1,1.5
1221,72,2,2.8
1222,91,8,8.8
1223,107,4,3.7
1224,146,8,5.5
1225,278,18,6.5
1226,86,2,2.3
1227,18,2,11.1
1228,129,1,0.8
1229,189,6,3.2
1230,93,5,5.4
1231,60,2,3.3
1233,102,3,2.9
1234,163,14,8.6
1235,120,9,7.5
1236,86,4,4.7
1303,43,0,0
1304,31,1,3.2
1331,23,0,0
1332,28,0,0
1333,13,0,0
1334,25,1,4
1337,0,0,
1343,26,1,3.8
1345,39,2,5.1
1346,125,1,0.8
1347,23,0,0
1361,32,3,9.4
1362,20,0,0
1363,20,0,0
1364,16,0,0
1367,31,0,0
1370,75,5,6.7
1371,66,1,1.5
1391,8,0,0
1392,20,0,0
1393,42,2,4.8
1394,89,0,0
1395,56,10,17.9
1396,42,7,16.7
1397,20,2,10
1398,24,0,0
1399,39,1,2.6
1400,96,6,6.3
1401,67,7,10.4
1402,88,8,9.1
1403,8,0,0
1404,18,4,22.2
1405,23,0,0
1406,20,1,5
1407,34,3,8.8
1408,45,0,0
1409,15,2,13.3
1423,20,0,0
1424,66,1,1.5
1425,8,0,0
1427,30,1,3.3
1428,46,1,2.2
1429,63,2,3.2
1430,13,0,0
1431,14,0,0
1432,11,0,0
1433,31,0,0
1434,11,0,0
1436,11,0,0
1437,10,0,0
1438,0,0,
1452,43,0,0
1453,60,1,1.7
1454,28,0,0
1455,34,1,2.9
1456,45,0,0
1457,62,6,9.7
1458,5,0,0
1459,32,1,3.1
1460,103,3,2.9
1461,52,1,1.9
1462,5,0,0
1463,12,1,8.3
1464,12,0,
1465,11,0,0
1468,0,0,
1469,17,0,0
1470,2,0,0
1471,17,0,0
1472,15,0,0
1481,57,4,7
1482,35,0,0
1483,15,0,0
1484,92,2,2.2
1485,17,0,0
1486,24,0,0
1487,1,0,0
1511,13,0,0
1512,32,1,3.1
1513,22,2,9.1
1514,34,0,0
