1100,67,21,31.3
1202,27,9,33.3
1203,23,5,21.7
1204,33,10,30.3
1205,20,6,30
1206,25,6,24
1207,29,6,20.7
1208,26,4,15.4
1209,8,2,25
1210,22,2,9.1
1211,16,3,18.8
1212,14,5,35.7
1213,27,4,14.8
1214,18,5,27.8
1215,14,2,14.3
1216,11,0,0
1217,25,11,44
1218,10,0,0
1219,16,1,6.3
1220,13,2,15.4
1221,15,3,20
1222,10,0,0
1223,16,2,12.5
1224,23,6,26.1
1225,16,2,12.5
1226,13,2,15.4
1227,8,2,25
1228,14,4,28.6
1229,16,5,31.3
1230,19,3,15.8
1231,21,7,33.3
1233,16,2,12.5
1234,22,7,31.8
1235,19,6,31.6
1236,20,3,15
1303,15,3,20
1304,7,0,0
1331,11,0,0
1332,9,0,0
1333,10,3,30
1334,10,0,0
1337,14,2,14.3
1343,9,1,11.1
1345,13,1,7.7
1346,14,3,21.4
1347,10,1,10
1361,12,1,8.3
1362,9,0,0
1363,9,0,0
1364,9,1,11.1
1367,8,0,0
1370,12,2,16.7
1371,12,1,8.3
1391,7,0,0
1392,9,0,0
1393,8,0,0
1394,10,1,10
1395,10,1,10
1396,8,1,12.5
1397,9,1,11.1
1398,8,0,0
1399,10,1,10
1400,16,2,12.5
1401,11,1,9.1
1402,14,2,14.3
1403,8,0,0
1404,7,0,0
1405,9,1,11.1
1406,10,1,10
1407,9,2,22.2
1408,16,5,31.3
1409,8,1,12.5
1423,11,3,27.3
1424,9,2,22.2
1425,8,1,12.5
1427,9,0,0
1428,12,1,8.3
1429,11,1,9.1
1430,8,0,0
1431,8,0,0
1432,10,5,50
1433,9,1,11.1
1434,9,0,0
1436,8,0,0
1437,8,2,25
1438,10,1,10
1452,11,2,18.2
1453,12,2,16.7
1454,10,1,10
1455,9,1,11.1
1456,9,0,0
1457,11,1,9.1
1458,11,4,36.4
1459,13,3,23.1
1460,14,1,7.1
1461,10,2,20
1462,8,2,25
1463,8,2,25
1464,8,1,12.5
1465,9,1,11.1
1468,7,1,14.3
1469,10,2,20
1470,5,0,0
1471,8,0,0
1472,9,0,0
1481,10,2,20
1482,8,0,0
1483,8,1,12.5
1484,11,1,9.1
1485,7,2,28.6
1486,7,0,0
1487,9,1,11.1
1511,8,1,12.5
1512,10,1,10
1513,8,0,0
1514,12,0,0
1516,10,0,0
1517,9,0,0
1518,8,0,0
1519,9,0,0
1520,8,0,0
1543,14,1,7.1
1544,10,1,10
1545,13,2,15.4
1546,9,0,0
1547,10,2,20
1549,10,2,20
1550,8,0,0
1552,10,2,20
1555,15,3,20
1559,10,0,0
1560,9,1,11.1
1561,8,1,12.5
1562,7,0,0
1563,10,2,20
1564,12,0,0
1571,8,1,12.5
1575,9,0,0
1578,14,2,14.3
1581,11,3,27.3
1584,12,4,33.3
1585,12,3,25
1586,13,4,30.8
1601,14,1,7.1
1602,10,1,10
1604,10,1,10
1607,13,3,23.1
1608,10,3,30
1609,11,0,0
1610,16,1,6.3
1631,20,6,30
1632,12,0,0
1633,11,3,27.3
1634,11,1,9.1
1635,12,3,25
1636,13,2,15.4
1637,16,3,18.8
1638,8,2,25
1639,8,2,25
1641,12,0,0
1642,13,1,7.7
1643,18,8,44.4
1644,12,0,0
1645,9,0,0
1646,11,3,27.3
1647,13,4,30.8
1648,7,1,14.3
1649,11,3,27.3
1661,16,3,18.8
1662,12,1,8.3
1663,10,2,20
1664,12,2,16.7
1665,11,2,18.2
1667,9,0,0
1668,12,2,16.7
1691,16,3,18.8
1692,15,6,40
1693,10,1,10
1694,10,0,0
2201,32,9,28.1
2202,27,4,14.8
2203,28,7,25
2204,16,2,12.5
2205,22,1,4.5
2206,22,6,27.3
2207,18,3,16.7
2208,22,2,9.1
2209,18,3,16.7
2210,16,1,6.3
2301,12,1,8.3
2303,7,0,0
2304,8,0,0
2307,11,1,9.1
2321,11,0,0
2323,12,0,0
2343,5,1,20
2361,12,1,8.3
2362,10,2,20
2367,8,1,12.5
2381,12,0,0
2384,12,1,8.3
2387,13,1,7.7
2401,12,2,16.7
2402,16,1,6.3
